dance_style,dance_type,search_query,video_id,video_url,title,description,channel,published_at,view_count,like_count,comment_count,duration,num_comments_retrieved,comment_sentiment,comment_sentiment_avg_compound,comment_sentiment_comment_count
Quebradita,Latin dance,Latin dance Quebradita tutorial,x-SufmWO_vs,https://www.youtube.com/watch?v=x-SufmWO_vs,How To Dance Huapangos! | Con la Brissa,Couples channel https://youtube.com/channel/UCL1rXrHNPqA4yB1pdli5e9w Check out the merch! Armandosmerch.com Thanks ...,Armando Rubio,2021-02-18T00:00:01Z,346049,12528,277,PT13M51S,10,neutral,0.3,10.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,y298pohFS00,https://www.youtube.com/watch?v=y298pohFS00,Intro to World Dance - Quebradita,Introduction to World Dance review of Quebradita (Mexican Cowboy) …hold on to your sombreros.,FitGirl15,2023-11-28T22:04:55Z,2192,19,4,PT8M57S,1,positive,1.0,1.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,uIF8MrZ2ptA,https://www.youtube.com/watch?v=uIF8MrZ2ptA,New Quebradita Mix# 1 2019,"Quebradita mix video is from Tirando Matar en chicago also clips from California bay area san jose, oakland Club destructores ...",DJLOMBRIZ,2019-01-25T06:46:24Z,1802253,10847,609,PT19M37S,10,positive,0.4,10.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,0gKbkSxwLEo,https://www.youtube.com/watch?v=0gKbkSxwLEo,15 minutes Zumba class Tribal/PUNTA/Cumbia /QUEBRADITA Letty&#39;s Fitness,zumbaclass #fit #latindance #strongbyzumba #zumba #gym #workout #zumbafitness #zumbacardio #zumbadance #zumbagirl ...,Letty's Fitness,2022-01-27T22:29:51Z,59,2,0,PT12M14S,0,,,
Quebradita,Latin dance,Latin dance Quebradita tutorial,es5RQ3HUo1M,https://www.youtube.com/watch?v=es5RQ3HUo1M,8 minutes QUEBRADITA El Mudo/Booty bands Vengaboys bum bum bum,zumbaclass #fit #latindance #zumba #strongbyzumba #gym #workout #zumbacardio #zumbadance #bootyworkout ...,Letty's Fitness,2022-01-25T22:49:29Z,67,2,0,PT7M54S,0,,,
Quebradita,Latin dance,Latin dance Quebradita tutorial,6DyrfcPXzkk,https://www.youtube.com/watch?v=6DyrfcPXzkk,#zumba #quebradita  y bachata #fitness #workout #bajardepeso #dance #mexico #argentina #brasileirão,,brothers fitness canal,2023-08-26T18:01:27Z,32,0,0,PT9M13S,0,,,
Quebradita,Latin dance,Latin dance Quebradita tutorial,wOOzajNBQ-M,https://www.youtube.com/watch?v=wOOzajNBQ-M,Clase de baile cumbia nivel básico 1,Aprende a bailar cumbia desde 0.,Dennis cota dance,2025-06-26T00:12:26Z,968952,17243,387,PT4M56S,10,positive,0.9,20.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,lUQBB8X4OJ0,https://www.youtube.com/watch?v=lUQBB8X4OJ0,La Ola Reggeaton/ El Sonidito QUEBRADITA 🌸🌺Zumba Letty’s Fitness,latindance #strongbyzumba #zumbaclass #gym #workout #zumba #zumbacardio #zumbadance #zumbafitness.,Letty's Fitness,2022-05-02T03:07:01Z,99,4,0,PT5M39S,0,,,
Quebradita,Latin dance,Latin dance Quebradita tutorial,YOFeApuev6Q,https://www.youtube.com/watch?v=YOFeApuev6Q,Moviendo las cadereas - Oro solido l Chakaboom Fitness Choreography l Dance Workout,"All classes are so much fun with our Chakafamily. Energy, excitement, and happiness. That is what our Chakafamily brings to ...",ChakaboomFitness,2024-08-02T22:03:35Z,4579112,19120,102,PT5M10S,10,positive,0.9,10.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,M8KDFh3W168,https://www.youtube.com/watch?v=M8KDFh3W168,CUMBIA WEPA TUTORIAL + GIVEAWAY,Basic Cumbia Step Tutorial & Cumbia Wepa Tutorial. FOLLOW MY INSTAGRAM: https://www.instagram.com/iamsaul.g/,Saul Jr. Gatica,2020-01-15T04:50:31Z,888073,26349,639,PT6M,10,positive,0.6,10.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,doV_3c_OSvA,https://www.youtube.com/watch?v=doV_3c_OSvA,COMO BAILAR QUEBRADITA - LA CRUZ (PARTE 3),Clases de Baile Online en: https://www.bailafacilito.com/ * Siguenos En Nuestras Redes Sociales * - Twitter ...,Baila Facilito,2019-11-28T02:12:35Z,35072,779,12,PT5M1S,10,positive,0.8,10.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,6YSEoqcBVbE,https://www.youtube.com/watch?v=6YSEoqcBVbE,8 minutes QUEBRADITA/Pit Bull Ten Cuidado Zumba strong With weights  Letty’s Fitness,zumbaclass #zumba #zumbafitness #latindance #zumbacardio #zumbadance #strongbyzumba #workout #fit #gym.,Letty's Fitness,2021-11-30T10:28:52Z,52,4,0,PT8M12S,0,,,
Quebradita,Latin dance,Latin dance Quebradita tutorial,QW8xlX0zcs8,https://www.youtube.com/watch?v=QW8xlX0zcs8,HOW TO DANCE CUMBIA: ft. Tiburcio,Hola amigos! Today Tiburcio and I will show you some basic moves on how to take over the dance floor on your next family party!,0hgaby,2018-07-23T04:21:28Z,3163661,44535,1150,PT5M17S,10,positive,0.6,10.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,GHT3STb5LT4,https://www.youtube.com/watch?v=GHT3STb5LT4,"Zumba Gold - quebradita toning - Baila, Menea y Goza - Zumba à Liège",I do not own the rights to this song. No infringement intended. For inspirational purposes only**,Olena Ivchenko,2016-01-24T16:03:08Z,21633,157,3,PT4M55S,3,positive,1.0,3.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,auRSR4DbDzM,https://www.youtube.com/watch?v=auRSR4DbDzM,How to Dance at Quinceañeras!! | Louie&#39;s Life,TOUR DEMAND: https://tourdemand.live/louies-life -------------------------------------------------------------------------------------------- How to ...,Louie's Life,2018-05-10T23:49:53Z,6123524,199029,9510,PT9M58S,10,positive,0.5,20.0
Quebradita,Latin dance,Latin dance Quebradita tutorial,apgLTzFm1zU,https://www.youtube.com/watch?v=apgLTzFm1zU,El Tucanazo QUEBRADITA Cardio with ball Letty’s Fitness Zumba,burncalories #quemagrasa #burnfat #cardiofit #cardioworkout #cardio #zumbafitness #zumbaclass #fit #gym #strongbyzumba ...,Letty's Fitness,2022-03-29T20:05:48Z,475,4,0,PT5M17S,0,,,
Samba de roda,Latin dance,Latin dance Samba de roda tutorial,KmAZuEgGOks,https://www.youtube.com/watch?v=KmAZuEgGOks,LEARN HOW TO DANCE SAMBA DE RODA,Follow me in: www.estilofaixa.com www.estilofaixa.Dk @mestrarenataefi @efibrazilchannel.,Mestrona Renata EFI,2021-01-13T06:45:49Z,1644,66,1,PT6M55S,1,positive,1.0,1.0
Samba de roda,Latin dance,Latin dance Samba de roda tutorial,EtuOr5QfeH0,https://www.youtube.com/watch?v=EtuOr5QfeH0,Beginning Samba Fusion: Lesson #2  - Samba de Roda,East Bay Center for the Performing Arts Spring 2020 Group Class - Online Tutorials Course: Beginning Samba Fusion Dance ...,Ezra Bristow,2020-04-09T22:01:41Z,1394,35,1,PT5M1S,1,positive,1.0,1.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,4DZ00HB5ZV0,https://www.youtube.com/watch?v=4DZ00HB5ZV0,Samba no Pé - Aula 1,"Aqui você vai poder assistir vídeoaulas das mais diversas áreas do seu interesse, como aulas de dança, culinária, e muito mais!",Meu Prof Video Aula,2014-02-14T20:38:58Z,7135132,107924,1688,PT4M21S,10,negative,-0.3,20.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,Ku2t4mtRl0M,https://www.youtube.com/watch?v=Ku2t4mtRl0M,Samba Whisk - Basic step in 4 steps - PLUS Arm Styling - Dance Insanity,"Learn how to dance this Ballroom Samba Basic Step - the whisk. We break down the footwork, leg action, hip action and posture ...",Dance Insanity,2020-10-04T12:00:04Z,232042,3672,80,PT8M49S,10,positive,0.7,20.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,LYKx3cGGPCw,https://www.youtube.com/watch?v=LYKx3cGGPCw,How to dance Batucada | International Samba Tutorial,"Hi guys, In this video Amanda explains step by step how to do a Batucada. Batucada is a substyle of samba and refers to an ...",375 Dance Studio,2020-08-24T17:59:19Z,159046,3104,91,PT9M39S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,Yp_n6wcRLYM,https://www.youtube.com/watch?v=Yp_n6wcRLYM,7 Samba Basic Steps for Beginners,"In this video, we will show you the 7 basic steps for beginners in samba. These steps will teach you the basics of samba so that ...",Social Dance Online,2023-06-18T16:00:18Z,157523,1499,47,PT17M10S,10,positive,0.8,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,upHmyjLGa00,https://www.youtube.com/watch?v=upHmyjLGa00,Izabela Dance - Tutorial 7 of 8 - Samba,"If you like this Video you will love my new Rumba Dance Tutorial available on Udemy. Learn to dance the Rumba, with a Rumba ...",izabeladancelondon,2011-11-13T19:57:48Z,525216,1690,53,PT5M56S,10,positive,0.9,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,fWuz9tIZiRs,https://www.youtube.com/watch?v=fWuz9tIZiRs,Samba Basic Steps Compilation = Youth (Under 19) Latin = In the Rhythms of Summer 2024,Samba Basic Steps Compilation 2024 Cup Of Russia = Youth (Under 19) Latin Timeline: 0:00 - Ruslan Adaev & Polina Dubeyko ...,Latin DanceSport Tube,2024-07-14T13:51:31Z,52454,531,19,PT11M53S,10,positive,0.6,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,o8i7PnszE1Q,https://www.youtube.com/watch?v=o8i7PnszE1Q,Beginner International Samba Solo Practice Routine,"Our new AD FREE dance workout plan is here to help you reconnect, boost your cognitive skills, stay fit, and have fun along the ...",375 Dance Studio,2020-07-16T18:22:30Z,585556,9316,164,PT7M29S,10,positive,0.6,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,MJGb8Q-Mw_4,https://www.youtube.com/watch?v=MJGb8Q-Mw_4,How to Dance Samba BATUCADA | Latin Dance with Howard Loke *Watch until the end*,Song: Samba Vocalizado by Luciano Perrone Check out Horward Loke's Cha Cha tutorial video: https://youtu.be/BFGJhZh6WhU ...,Danspiration Studio,2019-05-07T10:12:36Z,150777,3248,136,PT4M12S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,DEoBAMWwF88,https://www.youtube.com/watch?v=DEoBAMWwF88,International Samba Solo Practice Routine | Follow Along Dance Tutorial,"In this video Amanda demonstrates a new solo practice routine for International Samba. First, she shows all of the steps in the ...",375 Dance Studio,2022-04-19T11:00:04Z,47222,1326,26,PT13M18S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,cPexT93vhK4,https://www.youtube.com/watch?v=cPexT93vhK4,"A Complete Guide To Samba Whisk | Footwork, Bounce Action, Hip Action and Arm Styling",In this video Amanda demonstrates how to dance Samba Whisk. She talks in details about all actions that you can do within one ...,375 Dance Studio,2022-04-26T11:00:14Z,186944,4764,117,PT16M1S,10,positive,0.8,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,3DI4-E5Imow,https://www.youtube.com/watch?v=3DI4-E5Imow,Samba Basics for Beginners and Up | Ballroom Mastery TV,http://www.ballroommastery.tv - Want to feel immediate & rapid improvement in your Ballroom or Latin Dancing? Get FREE instant ...,Ballroom Mastery TV - Vaughan Liddicoat,2023-04-28T13:00:10Z,343820,0,43,PT4M6S,10,positive,0.9,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,RGN5UJTP-0U,https://www.youtube.com/watch?v=RGN5UJTP-0U,Learn Brazilian Samba in 5 minutes!,"Would you like to continue learning Brazilian Samba? Start with my Fundamental lessons FREE here on Youtube, or jump straight ...",Sambaliscious,2018-07-10T05:03:23Z,2545420,23290,0,PT6M6S,0,,,
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,EngtfmrznKY,https://www.youtube.com/watch?v=EngtfmrznKY,New Samba Practice Routine For All Levels | Latin Dance Tutorial,"In this video Amanda demonstrates a solo practice routine for International Samba. First, she shows all of the steps in the routine.",375 Dance Studio,2021-06-28T12:00:12Z,77419,1727,51,PT7M42S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,2StpowdScxk,https://www.youtube.com/watch?v=2StpowdScxk,Samba Hip Action Technique | Dance Tutorial,"Hey everyone, In this video Amanda is going to teach you about the hip action in International Samba. You can follow along as ...",375 Dance Studio,2020-04-20T23:37:08Z,102409,2149,73,PT11M50S,10,positive,0.8,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,IiFi-3tIMkQ,https://www.youtube.com/watch?v=IiFi-3tIMkQ,Basic Samba Routine by Franco Formica &amp; Oxana Lebedew,Latin Motion - Franco Formica & Oxana Lebedew - Basic Samba Routine.,Zen Instinct,2011-06-08T11:37:56Z,3131251,9479,274,PT4M44S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,NbLRpDTqyjw,https://www.youtube.com/watch?v=NbLRpDTqyjw,11 Samba Basic Steps every Beginner should Learn || Samba Dance Beginner Steps Tutorial,Please consider supporting me on Patreon: https://www.patreon.com/dancesportexplained My dance shoes - Women's: ...,DanceSport Explained with Mila,2021-03-11T03:00:10Z,81575,1196,18,PT7M54S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,pHH0CEgBrbU,https://www.youtube.com/watch?v=pHH0CEgBrbU,How to dance SAMBA WHISK|Latin Dance Tutorial,In this samba tutorial i am breaking down basic Samba Whisk If you are passionate to master your Fundamental Technique ...,Ballroom with Alexey,2018-01-26T00:03:19Z,80684,1744,76,PT6M37S,10,positive,1.0,20.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,_Q8ZLPlJWIw,https://www.youtube.com/watch?v=_Q8ZLPlJWIw,Samba Basics for Beginners ~ Steps and Technique,"samba #sambadance #sambaclass Hi! I'm Tara, the dance doctor. Welcome to my channel! In this video I teach 3 basic samba ...",Dance Doctor,2020-06-02T00:04:42Z,127456,2507,53,PT13M33S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,56ogmKEWtIE,https://www.youtube.com/watch?v=56ogmKEWtIE,Basic Samba Routine / Dance Lesson With Valeria Khrapak / International Latin,"In our lesson, we will tell you how to properly dance bounce action in samba, as well as learn with you the basic routine in which ...",freelydance,2020-10-23T18:42:39Z,170999,3572,117,PT7M17S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,G_jIMkM1xhs,https://www.youtube.com/watch?v=G_jIMkM1xhs,Samba Basic &amp; Samba Advanced Routine | Ballroom Mastery TV,"http://www.ballroommastery.com - Visit today, join our list and Master The Art of Ballroom & Latin Dancing with our extra free ...",Ballroom Mastery TV - Vaughan Liddicoat,2018-10-05T02:00:01Z,173825,0,47,PT8M6S,10,positive,0.9,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,9e35XKYqA_A,https://www.youtube.com/watch?v=9e35XKYqA_A,Como BAILAR SAMBA DESDE CERO 🥳 (5 Pasos básicos),"En éste vídeo de unComo vamos a ver como bailar samba desde cero con la Kassandra, nuestra profesora de samba y bailarina ...",unComo,2022-05-28T17:30:00Z,574414,11344,167,PT9M58S,10,positive,0.6,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,CimlZ1Vaqzc,https://www.youtube.com/watch?v=CimlZ1Vaqzc,Samba dance steps &amp; Technique -  For beginners,Join as a member (Free Trial): https://www.passion4dancing.com/Join Learn Samba basic dance steps and technique in the ...,Passion4dancing,2016-07-31T16:16:38Z,826787,3614,84,PT9M19S,10,positive,0.9,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,0VJJ7TMfVvY,https://www.youtube.com/watch?v=0VJJ7TMfVvY,Samba Basic Routine / International Latin / Valeria Khrapak,"IIn this video tutorial, we will learn with you a routine with basic elements that will suit both beginners and advance.",freelydance,2022-08-29T18:43:11Z,34035,1001,34,PT13M36S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,Tx2FVRAHN9g,https://www.youtube.com/watch?v=Tx2FVRAHN9g,"Workshop - Samba from Basic to Intermediate | Dance Exercises, Steps and Tips",Share this video: https://youtu.be/Tx2FVRAHN9g How to dance Samba from Basic to Intermediate | Dance Exercises and Steps ...,Egils Smagris,2018-12-11T12:00:07Z,492559,3883,60,PT17M50S,10,positive,1.0,10.0
Samba enredo,Latin dance,Latin dance Samba enredo tutorial,wHECm3-dAn8,https://www.youtube.com/watch?v=wHECm3-dAn8,"15 Minute Dance Workout - Cumbia, Cha Cha, Salsa, Samba And American Rumba | Easy To Follow Along","Our new AD FREE dance workout plan is here to help you reconnect, boost your cognitive skills, stay fit, and have fun along the ...",375 Dance Studio,2022-08-29T11:30:12Z,5377044,113372,1230,PT16M38S,10,positive,0.9,20.0
Tejano dance,Latin dance,Latin dance Tejano dance tutorial,yKx5AW7doqw,https://www.youtube.com/watch?v=yKx5AW7doqw,"DESPACITO CUMBIA Line Dance   2019 Vandoeuvre, France Weekend Workshop with Ira Weisburd","DESPACITO CUMBIA aka ""Cumbia Tempestad"" Line Dance Choreographed by Ira Weisburd (USA)",Ira Weisburd,2020-02-19T22:42:41Z,8333968,73526,1245,PT4M20S,10,positive,0.9,10.0
Tejano dance,Latin dance,Latin dance Tejano dance tutorial,uw-cKzCdgwA,https://www.youtube.com/watch?v=uw-cKzCdgwA,5 EASY Latin DANCE STEPS You NEED [STEP BY STEP] Beginners,"You'll learn Solo Basic moves for Salsa, Merengue, Cumbia, Bachata, and Reggaeton—for both men and women! Latin dance ...",Dancing with Gali,2023-11-04T03:25:35Z,72902,1404,82,PT11M16S,10,positive,1.0,20.0
Zapateado (Mexico),Latin dance,Latin dance Zapateado (Mexico) tutorial,U7qkZslmUFg,https://www.youtube.com/watch?v=U7qkZslmUFg,2 FORMAS DE HACER ZAPATEADO | HUAPANGO 🤠,2 FORMAS DE HACER ZAPATEADO | HUAPANGO ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2023-09-10T01:00:18Z,885396,8731,75,PT8M50S,10,positive,0.8,20.0
Zapateado (Mexico),Latin dance,Latin dance Zapateado (Mexico) tutorial,MNhax1i24Wg,https://www.youtube.com/watch?v=MNhax1i24Wg,COMO BAILAR EL ZAPATEADO | HUAPANGO 💃 (DESDE CERO) ✅,Aprende a hacer el zapateado de huapango ✓ Clases de Cumbia Salsa y Bachata desde Cero en: ...,Baila Facilito,2021-10-10T00:00:10Z,1280260,22762,147,PT5M28S,10,positive,0.9,10.0
Salsa,Latin dance,Latin dance Salsa tutorial,wV8cDpJa2f4,https://www.youtube.com/watch?v=wV8cDpJa2f4,Salsa Beginners 1 - Salsa Basic Step for the Absolute Beginner - Detailed explanation,Get access to hundreds of online video's on https://salsaventura.tv/get-life-time-access/ In this video you'll find the very first basic ...,Salsaventura,2019-01-21T19:22:48Z,3735994,36413,722,PT4M1S,10,positive,0.4,20.0
Salsa,Latin dance,Latin dance Salsa tutorial,t_clXFnHJEU,https://www.youtube.com/watch?v=t_clXFnHJEU,How to Salsa Dance for Beginners - [on1 Salsa],"Learn how to salsa dance for beginners with this easy-to-follow tutorial of On1 Salsa. In this lesson, we'll cover the basics of salsa ...",Social Dance Online,2023-11-06T21:15:02Z,63597,850,16,PT13M40S,10,positive,0.7,20.0
Bachata,Latin dance,Latin dance Bachata tutorial,xhrdh-uFkog,https://www.youtube.com/watch?v=xhrdh-uFkog,Bachata Beginner Basic Steps Tutorial - Demetrio &amp; Nicole - Bachata Dance Academy,"In this video, we will be going over all of the Basic Steps and Turns for Bachata to get your started dancing! You do not need a ...",Bachata Dance Academy,2019-12-15T22:09:39Z,6162154,108723,2569,PT12M5S,10,positive,0.6,20.0
Bachata,Latin dance,Latin dance Bachata tutorial,8n29Pc4Ik4s,https://www.youtube.com/watch?v=8n29Pc4Ik4s,Beginner Bachata Routine You Can Learn at Home | No Partner Needed,"Our new AD FREE dance workout plan is here to help you reconnect, boost your cognitive skills, stay fit, and have fun along the ...",375 Dance Studio,2020-05-04T18:52:39Z,367212,7834,221,PT13M3S,10,positive,0.9,10.0
Bunny hop,Novelty and fad dances,Novelty and fad dances Bunny hop tutorial,I7qfaJX6qD4,https://www.youtube.com/watch?v=I7qfaJX6qD4,The Viral Turtle and The Rabbit Dance | Chinese Kids Dance Competition in Beijing | TikTok Viral,Wonderful kids brought the classic Rabbit vs Turtle story to life dance— and it went viral! Over 85K views and counting ...,DearTeacherLi,2025-09-24T02:47:04Z,1062968,39946,1580,PT5M30S,10,positive,0.5,10.0
Bunny hop,Novelty and fad dances,Novelty and fad dances Bunny hop tutorial,T9Wuh1gH7Ng,https://www.youtube.com/watch?v=T9Wuh1gH7Ng,Flex Line Dance .💕😍❣️,, Lady Snapshot,2023-05-30T15:49:09Z,1543252,10218,154,PT4M27S,10,positive,1.0,10.0
Conga line,Novelty and fad dances,Novelty and fad dances Conga line tutorial,KaSg-uRVWEI,https://www.youtube.com/watch?v=KaSg-uRVWEI,Doing The Lambeth Walk... step by step,"Kara and Justin show you the 1930s/40s novelty dance The Lambeth Walk, step by step. Recorded in lockdown for VE Day 75.",Jeep Jump Jive,2020-05-07T22:41:02Z,346,13,0,PT17M51S,0,,,
Conga line,Novelty and fad dances,Novelty and fad dances Conga line tutorial,HRi95ZhyNqM,https://www.youtube.com/watch?v=HRi95ZhyNqM,How To Dance At Events In Your 40s and 50s and Not Be EMBARRASSING,WANT TO BE CONFIDENT DANCING AT ANY PARTY? Book a free strategy call for my online program ...,Get Dance,2024-02-17T14:00:19Z,2726758,58971,2233,PT12M32S,10,positive,0.7,20.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,jWUJ0eE6ugs,https://www.youtube.com/watch?v=jWUJ0eE6ugs,60s Dance Moves,You love the good old times? You only know the twist from the 60s... we show you some other cool dances from the good old 60s.,Tamara Gassner,2020-05-08T08:40:24Z,1363999,20570,1104,PT6M24S,10,positive,0.6,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,eG_X_D0r_1M,https://www.youtube.com/watch?v=eG_X_D0r_1M,PILIPINO FUNNY DANCE,Happiness is not all the time So get a chance to be happy With a group of your friends Mostly like this time when you are On ...,skylinepigeon1,2016-11-02T20:32:23Z,2923831,19708,1195,PT6M22S,10,positive,0.7,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,u6rNDcx-ClU,https://www.youtube.com/watch?v=u6rNDcx-ClU,Jillian Chizz Helps Students Find Their Fosse - SNL,"Jillian Chizz (Christina Applegate) helps dance students (Taran Killam, Kenan Thompson, Nasim Pedrad, Bobby Moyihan) ...",Saturday Night Live,2013-09-23T18:33:11Z,2901946,30710,1665,PT5M33S,10,positive,0.8,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,0xNDiVM7_2s,https://www.youtube.com/watch?v=0xNDiVM7_2s,Fireball Line Dance to Music,For tutorial video click on: https://youtu.be/h4KlN0hexQw Dance: Fireball Choreographer: Cowboy Ron Like/Follow/Subscribe to ...,Dirt Road Dancing,2020-06-20T13:32:11Z,677970,3429,46,PT4M37S,10,positive,0.7,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,aLIoKRDF9_g,https://www.youtube.com/watch?v=aLIoKRDF9_g,Keith Apicary Surprises America With Unforgettable Dance Moves - America&#39;s Got Talent 2021,Did he just fall off of the stage?! Keith Apicary brings amazing Dancing Maneuvers on the stage. » Get The America's Got Talent ...,America's Got Talent,2021-06-02T01:03:55Z,20372522,173204,14304,PT4M48S,10,positive,0.8,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,HS6JX-B1Rpw,https://www.youtube.com/watch?v=HS6JX-B1Rpw,2018 | 1970s Dance | Hollywood Hotshots,"TuTu Dance presents Lipstick, Shoes & Fancy Moves 2018, An Evening of Americana & Dance at the Armstrong Theatre, ...",TuTu Dance,2019-08-13T10:19:47Z,1896508,17898,80,PT6M10S,10,positive,1.0,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,xU5ikYwR3QQ,https://www.youtube.com/watch?v=xU5ikYwR3QQ,YMCA Dance,DJ Raphi 2026 USA Tour Tickets https://djraphi.com/tour/ The Official YouTube Channel of DJ Raphi. ⭐ DJ Raphi - Shake It ...,DJ Raphi,2021-03-18T14:30:15Z,14067755,46724,1452,PT4M21S,10,neutral,0.5,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,388Q44ReOWE,https://www.youtube.com/watch?v=388Q44ReOWE,Brain Breaks - Action Songs for Children - Move and Freeze - Kids Songs by The Learning Station,"Popular children's brain breaks, action and dance song, Move and Freeze. Move and Freeze is from the award-winning CD, ...",TheLearningStation - Kids Songs and Nursery Rhymes,2015-05-13T14:44:36Z,58256381,130500,0,PT4M1S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,A1vdKfXlB_g,https://www.youtube.com/watch?v=A1vdKfXlB_g,The Dance Freeze Song | Freeze Dance | Scratch Garden,LISTEN to our NEW ALBUM! https://orcd.co/songsinthekeyofbananas The Dance Freeze Song by Scratch Garden is the ...,Scratch Garden,2020-02-10T13:30:00Z,386088922,328382,0,PT4M33S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,eZW5j_dW6QM,https://www.youtube.com/watch?v=eZW5j_dW6QM,Robin Williams &amp; Martha Stewart Can&#39;t Stop Laughing While Cooking Tacos | Martha Stewart,Robin Williams and Martha Stewart can't stop laughing while cooking up skirt steak tacos together. Brought to you by Martha ...,Martha Stewart,2014-08-12T17:04:17Z,9519110,95577,5737,PT5M17S,10,positive,0.2,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,GijvdTwX0Vk,https://www.youtube.com/watch?v=GijvdTwX0Vk,Encanto Freeze Dance for Kids| Brain Break | Just Dance,Celebrate Isabella with this awesome Encanto Freeze Dance! Just dance along with your favorite characters but be ready to ...,Coach Corey Martin,2022-03-21T13:15:11Z,2747459,2424,0,PT4M19S,0,,,
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,SYSxOj6W7IQ,https://www.youtube.com/watch?v=SYSxOj6W7IQ,Thunderstruck for Percussion Ensemble Alumnado PercuFest 2014 dirigido por Rafa Navarro,"Página web: http://www.percufest.com/ Síguenos en Facebook: https://www.facebook.com/PercuFestSpain Divertido, original y ...",PercuFest International Percussion Festival,2014-10-14T11:14:31Z,27886888,166286,5573,PT9M3S,10,negative,-0.1,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,yNENVZFHutQ,https://www.youtube.com/watch?v=yNENVZFHutQ,Feel Good Inc. (metal cover by Leo Moracchioli),Original by Gorillaz You can buy my albums or singles here: DIRECT FROM ME (LOSSLESS) ▻ http://bit.ly/2usJ3lq ITUNES ...,Frog Leap Studios,2015-11-06T15:56:34Z,54320160,758433,17721,PT5M31S,10,neutral,0.2,10.0
Frug,Novelty and fad dances,Novelty and fad dances Frug tutorial,GR3Liudev18,https://www.youtube.com/watch?v=GR3Liudev18,Chappell Roan - Pink Pony Club (Official Music Video),"Chappell Roan – Pink Pony Club Download/stream ""Pink Pony Club"": https://ChappellRoan.lnk.to/PinkPonyClubID Listen to ""The ...",ChappellRoanVEVO,2020-04-03T14:13:14Z,123238365,898101,34260,PT4M41S,10,positive,0.8,10.0
